text,sentiment
"Yes it's comfortable and lightweight, but I am disappointed. The beads were glued off centered so it did not look cute at all because it wasn't centered.<br /><br />Shame. :(",Negative
Broke the first few days I’m very disappointed. It hangs by a needle. It’s pretty but for spending $28 on a necklace that hangs by a needle that breaks in a few days really upsets me.,Negative
For the price it's ok but the labradorite has zero flash so I'm a little disappointed in these earrings.,Negative
Does not transfer completely and they refuse to give a refund so your stuck with it. I got the large decal so that was money down the drain,Negative
Huge and heavy!!!! Chain and necklace looks cheap.  Was mislead by reviews,Negative
Lincoln never wrote or said these words. The makers of this product should do a little fact checking before they propagate misinformation.,Negative
"You can not use this as a chocolate mold. Entirely to shallow, total waste of money.  Honestly I’m not sure what you could do with this.",Negative
I was disappointed in how dull the black was on the shirt. It looks faded and like it’s been through the wash multiple times already.,Negative
We had a hard time keeping the air inside. It would deflate easily...,Negative
"Product was delivered with bottle cap completely open. Not sure if product is safe to use. Fortunately it is winter, if this was delivered in Warm weather I would have ended with a huge mess on my hand ( literally).",Negative
Very disappointed. In the picture the diamonds look bigger than they actually are. I returned the item and promptly received my full refund.,Negative
"Don’t waste your time. Cheap and flimsy, should have listened to the reviews. I could have done this myself!",Negative
Poor quality and is tiny,Negative
"This jewelry is trash. Super flimsy and bendable. It does not come with instructions, just says to watch a video but does not give a link or anything.",Negative
Bad quality stamp & shirt,Negative
Very small and dog is not pronounced.,Negative
For the price its a pure rip off !!! It is literally like an 8x10 printed picture on photo paper. Horrible. 0 stars,Negative
These do not have a pleasant scent to them.,Negative
"After about a week of wearing this, it turned my nose piercing green.",Negative
"I love the size and shape of this bag, but the smell hasn’t gone away after 2 months of having it. I even kept it out in my garage to try and air it out and it didn’t help. I love the bag, but can’t use it due to the smell.",Negative
This item was not stamped 14k and is most definitely not gold. Turned green day 3.,Negative
"Was so excited by examples showing NYC and Paris- very obvious what they were. My Disney ornament looks NOTHING like Disney! All the details are UNDER the personalization, so disappointed! Wanted something special for daughter and fiancé, this is NOT it!",Negative
This is the second item I had tried to purchase that advertises that it is sterling silver it turned my real sterling silver chain black and my whole chest gray I returned it,Negative
The picture makes these earrings seem much bigger than they are. The size was hard to find in the description. These would be okay for a small child.,Negative
"This product is literally garbage.  It looks like someone scoured old construction sites until they found a piece of water warped plywood that they could use to make this sign.  It's less than 1/4 inch thick, has no attachments for hanging it, but it wont hang anyway because it's so warped.  Waste of money.",Negative
This is a very small poster. The size of letter size paper 8x10,Negative
